ItemID,UPC,Description,Brand,Manufacturer,DRank,DVol,DShr,DPChg,KVol,KShr,KPChg,ACDist,RUPrice,Source,NielsenCatName,CollectionDate,SalesYr,Cntl,TotalKiloVol,KRank,TotalDVol,ClNum,PrdGroup,PrdDesc,ClassNum,ClassType,Comment
900.0676,3114602594,NONG SHIM SIR LONG TANG NOODLES ENVELOPE 75GM,,NONG SHIM,666,366,0,NA,15,0,NA,1,$1.87,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,731,92702233,,,NONG SHIM SIR LONG TANG NOODLES ENVELOPE,,,
900.0548,3114602979,NONG SHIM INSTANT SOON VEGGIE NDLS SOUP CUP 75GM,,NONG SHIM,539,912,0,NA,66,0,NA,1,$1.04,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,575,92702233,,,NONG SHIM INSTANT SOON VEGGIE NDLS SOUP CUP,,,
900.0597,3114603113,NONG SHIM CHICKEN SOUP NOODLE ENVELOPE 75GM,,NONG SHIM,587,647,0,NA,21,0,NA,1,$2.37,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,709,92702233,,,NONG SHIM CHICKEN SOUP NOODLE ENVELOPE,,,
900.0655,3114603117,NONG SHIM MINESTRONE SOUP NOODLE ENVELOPE 75GM,,NONG SHIM,646,429,0,NA,14,0,NA,1,$2.38,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,736,92702233,,,NONG SHIM MINESTRONE SOUP NOODLE ENVELOPE,,,
900.0048,3114606600,NONG SHIM SPICY CHICKEN NOODLE BOWL 86GM,,NONG SHIM,39,"642,520",0.6,7%,52468,0,3%,50,$1.05,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,47,92702233,,900.1036,NONG SHIM SPICY CHICKEN NOODLE BOWL,9.5201,,
900.0123,3114615020,NONG SHIM NEOGURI MILD RAMEN 120 GM,,NONG SHIM,114,"145,257",0.1,11%,16775,0,4%,17,$1.04,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,107,92702233,,,NONG SHIM NEOGURI MILD RAMEN,,,
900.0063,3114615030,NONG SHIM NEOGURI UDON SEAFOOD 120 GM,,NONG SHIM,54,"432,660",0.4,-13%,59443,0,-5%,38,$0.87,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,40,92702233,,900.103,NONG SHIM NEOGURI UDON SEAFOOD,9.5201,,
900.0029,3114615060,NONG SHIM NOODLES RAMEN 120 GM,,NONG SHIM,20,"1,056,580",1,-19%,124163,0,-21%,58,$1.02,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,22,92702233,,900.102,NONG SHIM NOODLES RAMEN,9.5201,,
900.03,3114615573,NONG SHIM CHAPAGETTI RAMEN ENV 127GM,,NONG SHIM,291,"11,344",0,-43%,1538,0,-40%,3,$0.94,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,254,92702233,,,NONG SHIM CHAPAGETTI RAMEN ENV,,,
900.0068,3114615736,NONG SHIM NOODLE SOUP SHIN RAMYUN5X120GM,,NONG SHIM,59,"381,606",0.4,-59%,48678,0,-62%,11,$0.94,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,51,92702233,,900.002,NONG SHIM NOODLE SOUP SHIN RAMYUN,9.5201,,
900.0256,3114615740,NONG SHIM INSTNT HOT&SPICY MISO SOUP NDLS ENVLP 125GM,,NONG SHIM,247,"20,770",0,NA,2370,0,NA,4,$1.10,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,225,92702233,,,NONG SHIM INSTNT HOT&SPICY MISO SOUP NDLS ENVLP,,,
900.0124,3114615756,NONG SHIM NOODLE SOUP SPICY SEAFOOD 5X120GM,,NONG SHIM,115,"143,553",0.1,-60%,18406,0,-63%,8,$0.94,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,97,92702233,,900.1076,NONG SHIM NOODLE SOUP SPICY SEAFOOD,9.5201,,
900.0647,3114615757,NONG SHIM CHAPAGETTI CHAJAN NOODLE BOWL 5X120GM,,NONG SHIM,638,455,0,-94%,48,0,-96%,0,$1.13,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,623,92702233,,,NONG SHIM CHAPAGETTI CHAJAN NOODLE BOWL,,,
900.0047,3114618101,NONG SHIM KIM CHEE RAMEN 120 GM,,NONG SHIM,38,"650,081",0.6,-23%,83004,0,-19%,51,$0.94,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,30,92702233,,900.0014,NONG SHIM KIM CHEE RAMEN,9.5201,,
30.0188,3114620012,NONG SHIMPRAWN 90 GM,,NONG SHIM,179,"464,448",0.1,27%,42752,0,17%,41,$0.98,TEST,CRACKERS,2015-12-09,2015,0,46807543,155,513945224,,,NONG SHIMPRAWN,,,
350.0816,3114620520,NONG SHIM HONEY TWIST SNACK 75 GM,,NONG SHIM,807,"125,385",0,26%,9380,0,17%,19,$1.00,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,767,1599305982,,,NONG SHIM HONEY TWIST SNACK,,,
30.0491,3114621569,NONG SHIM HOT N SPICY PRAWN CRACKERS 75GM,,NONG SHIM,482,"6,377",0,1804%,480,0,1704%,1,$1.00,TEST,CRACKERS,2015-12-09,2015,0,46807543,430,513945224,,,NONG SHIM HOT N SPICY PRAWN CRACKERS,,,
350.0523,3114621628,NONG SHIM SHRIMP SAEWOO CHIPS 45GM,,NONG SHIM,514,"392,043",0,27%,17531,0,17%,25,$1.01,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,604,1599305982,,,NONG SHIM SHRIMP SAEWOO CHIPS,,,
900.0037,3114625010,NONG SHIM BOWL NOODLE HOT 86 GM,,NONG SHIM,28,"892,550",0.9,18%,73550,0,16%,72,$1.04,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,35,92702233,,900.0019,NONG SHIM BOWL NOODLE HOT,9.5201,,
900.0023,3114625030,NONG SHIM BOWL NOODLES KIM CHEE 86 GM,,NONG SHIM,14,"1,292,019",1.2,19%,105714,0,14%,78,$1.05,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,25,92702233,,900.0013,NONG SHIM BOWL NOODLES KIM CHEE,9.5201,,
900.0067,3114626244,NONG SHIM NOODLE BOWL HOT & SOUR 85GM,,NONG SHIM,58,"392,943",0.4,55%,30138,0,46%,32,$1.11,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,69,92702233,,900.1052,NONG SHIM NOODLE BOWL HOT & SOUR,9.5201,,
900.0035,3114627060,NONG SHIM KIM CHEE RAMEN 75 GM,,NONG SHIM,26,"926,496",0.9,41%,77713,0,35%,61,$0.89,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,32,92702233,,900.0014,NONG SHIM KIM CHEE RAMEN,9.5201,,
900.0046,3114627121,NONG SHIM CUP NOODLES SEAFOOD 75GM,,NONG SHIM,37,"653,103",0.6,21%,58198,0,20%,55,$0.84,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,42,92702233,,900.1032,NONG SHIM CUP NOODLES SEAFOOD,9.5201,,
900.0034,3114627123,NONG SHIM CUP NOODLE KIMCHEE 75 GM,,NONG SHIM,25,"957,945",0.9,16%,85833,0,15%,59,$0.84,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,28,92702233,,900.0013,NONG SHIM CUP NOODLE KIMCHEE,9.5201,,
900.01,3114685010,NONG SHIM HOT NOODLES BOWL 12 X 86 GM,,NONG SHIM,91,"201,963",0.2,14%,20644,0,10%,9,$0.84,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,88,92702233,,900.0019,NONG SHIM HOT NOODLES BOWL,9.5201,,
900.0474,3114685274,NONG SHIM SPICY CHICKEN NOODLE BOWL 12X86GM,,NONG SHIM,465,"1,655",0,28%,176,0,30%,1,$0.81,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,456,92702233,,,NONG SHIM SPICY CHICKEN NOODLE BOWL,,,
900.0558,3114685311,NONG SHIN BOWL NOODLES CASE 12X86M,,NONG SHIM,549,844,0,-57%,67,0,-62%,0,$1.08,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,571,92702233,,,NONG SHIN BOWL NOODLES CASE,,,
900.0258,3114685339,NONG SHIM SPICY CHICKEN NOODLE BWL 86GM,,NONG SHIM,249,"19,981",0,-27%,356,0,-12%,3,$4.82,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,373,92702233,,,NONG SHIM SPICY CHICKEN NOODLE BWL,,,
900.0171,3114685376,NONG SHIM CUP OOLONG BEEF 6S 450 GM,,NONG SHIM,162,"77,487",0.1,59%,8123,0,74%,9,$4.29,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,152,92702233,,,NONG SHIM CUP OOLONG BEEF,,,
900.0108,3114685377,NONG SHIM CUP NOODLE OOLONG CHICKEN 6S 450GM,,NONG SHIM,99,"176,205",0.2,10%,17067,0,16%,13,$4.65,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,105,92702233,,,NONG SHIM CUP NOODLE OOLONG CHICKEN,,,
900.0192,3114685378,NONG SHIM NOODLE CUP OOLONG KIMCHI 6S 450 GM,,NONG SHIM,183,"61,898",0.1,31%,6361,0,44%,8,$4.38,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,163,92702233,,,NONG SHIM NOODLE CUP OOLONG KIMCHI,,,
900.0104,3114685379,NONG SHIM CUP OOLONG SEAFOOD 6S 450 GM,,NONG SHIM,95,"191,353",0.2,9%,18675,0,16%,13,$4.61,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,96,92702233,,900.1075,NONG SHIM CUP OOLONG SEAFOOD,9.5201,,
900.0138,3114685380,NONG SHIM CUP OOLONG SHIN 6S 450 GM,,NONG SHIM,129,"122,359",0.1,32%,12106,0,48%,12,$4.55,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,125,92702233,,,NONG SHIM CUP OOLONG SHIN,,,
900.0536,3114695020,NONG SHIM RAMEN NDLE NEOGURI MILD 20 X 120 GM,,NONG SHIM,526,"1,003",0,-51%,158,0,-55%,0,$0.76,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,469,92702233,,,NONG SHIM RAMEN NDLE NEOGURI MILD,,,
900.0176,3114695060,NONG SHIM NOODLES RAMEN CELLO 20 X 120 GM,,NONG SHIM,167,"73,690",0.1,-77%,11948,0,-76%,6,$0.74,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,128,92702233,,,NONG SHIM NOODLES RAMEN CELLO,,,
900.077,3114695337,NONG SHIM RAMYUN SEAFOOD ENVELOPE 125GM,,NONG SHIM,761,136,0,-97%,14,0,-97%,0,$1.25,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,741,92702233,,,NONG SHIM RAMYUN SEAFOOD ENVELOPE,,,
900.0216,3114695339,NONG SHIM NOODLE RAMEN KIMCHI 20 X 120 GM,,NONG SHIM,207,"41,036",0,-68%,6768,0,-67%,4,$0.73,TEST,ORIENTAL NOODLES & INSTANT LIGHT LUNCHES,2015-12-09,2015,0,12495011,158,92702233,,,NONG SHIM NOODLE RAMEN KIMCHI,,,
330.0208,3129002825,GODIVA MILK CHOCOLATE COVERED PRETZELS TIN 454 GM,,GODIVA CHOCOLATIER,199,"1,456",0,58%,24,0,59%,NA,$28.00,TEST,CANDIED SNACK FOODS,2015-12-09,2015,0,3183167,228,44359046,,,GODIVA MILK CHOCOLATE COVERED PRETZELS TIN,,,
1550.0236,3129007122,GODIVA MILK CHOCOLATE HOT COCOA CANISTER 371 GM,,GODIVA CHOCOLATIER,227,329,0,21%,9,0,-17%,NA,$14.30,TEST,HOT CHOCOLATE,2015-12-09,2015,0,4628165,233,48652931,,,GODIVA MILK CHOCOLATE HOT COCOA CANISTER,,,
620.2707,3129009087,GODIVA DARK CHOCOLATE TRUFFLE TOPPED HEART CRTN 100GM,,GODIVA CHOCOLATIER,"2,698",624,0,3%,5,0,-13%,NA,$11.77,TEST,COOKIES,2015-12-09,2015,0,72719606,3452,647897975,,,GODIVA DARK CHOCOLATE TRUFFLE TOPPED HEART CRTN,,,
330.0274,3129009915,GODIVA MILK CHOCOLATE COVERED PRTZEL 71GM,,GODIVA CHOCOLATIER,265,206,0,-14%,2,0,24%,NA,$6.87,TEST,CANDIED SNACK FOODS,2015-12-09,2015,0,3183167,291,44359046,,,GODIVA MILK CHOCOLATE COVERED PRTZEL,,,
1550.0203,3129009926,GODIVA ASSORTED HOT CHOCOLATE GIFT BOX 412GM,,GODIVA CHOCOLATIER,194,530,0,66%,12,0,82%,NA,$18.28,TEST,HOT CHOCOLATE,2015-12-09,2015,0,4628165,215,48652931,,,GODIVA ASSORTED HOT CHOCOLATE GIFT BOX,,,
400.0576,3137919505,QUALY PAK SQUID 1 KG,,QUALY PAK,567,"122,951",0,55%,21266,0,50%,7,$5.78,TEST,SEAFOOD - FROZEN,2015-12-09,2015,0,33701339,295,546002089,,400.1287,QUALY PAK SQUID,5.5301,,
490.1948,3149302404,RUDIS BREAD HARVEST SEED 624GM,,RUDIS ORGANIC BAKERY,"1,939","3,670",0,52329%,473,0,78800%,2,$4.84,TEST,BREAD - COMMERCIAL,2015-12-09,2015,0,290746897,1976,1416728370,,,RUDIS BREAD HARVEST SEED,,,
500.1613,3149306095,RUDIS ORGANIC ENGLISH MUFFINS MULTI GRAIN 340GM,,RUDIS ORGANIC BAKERY,"1,604",305,0,-59%,24,0,-54%,0,$4.36,TEST,ROLLS - COMMERCIAL,2015-12-09,2015,0,93354607,1641,508255766,,,RUDIS ORGANIC ENGLISH MUFFINS MULTI GRAIN,,,
500.1598,3149306110,RUDIS ORGANIC ENGLISH MUFFINS SPELT 340GM,,RUDIS ORGANIC BAKERY,"1,589",357,0,-69%,49,0,-40%,0,$2.48,TEST,ROLLS - COMMERCIAL,2015-12-09,2015,0,93354607,1589,508255766,,,RUDIS ORGANIC ENGLISH MUFFINS SPELT,,,
550.0244,3149381133,RUDIS GLUTEN FREE SPELT TORTILLAS 8S 256GM,,RUDIS ORGANIC BAKERY,235,210,0,7%,9,0,28%,NA,$6.00,TEST,TORTILLA/WRAPS - COMMERCIAL,2015-12-09,2015,0,18642829,246,139811562,,,RUDIS GLUTEN FREE SPELT TORTILLAS,,,
490.247,3149391354,RUDIS ORGANIC BREAD SPELT 566GM,,RUDIS ORGANIC BAKERY,"2,461",427,0,NA,35,0,NA,0,$6.99,TEST,BREAD - COMMERCIAL,2015-12-09,2015,0,290746897,2511,1416728370,,,RUDIS ORGANIC BREAD SPELT,,,
490.1627,3149392057,RUDIS ORGANIC BREAD 7 GRAIN W FLAX 566 GM,,RUDIS ORGANIC BAKERY,"1,618","9,087",0,1050%,1057,0,1482%,3,$4.87,TEST,BREAD - COMMERCIAL,2015-12-09,2015,0,290746897,1718,1416728370,,,RUDIS ORGANIC BREAD,,,
620.2465,3153559148,KNOTTS BERRY RASPBERRY BISCUITS 57 GM CELLO,,KNOTTS BERRY FARM,"2,456","1,028",0,-74%,59,0,-74%,NA,$1.00,TEST,COOKIES,2015-12-09,2015,0,72719606,2516,647897975,,,KNOTTS BERRY RASPBERRY BISCUITS,,,
620.1657,3153559561,KNOTTS BERRY SHORTBREAD CELLO 57 GM,,KNOTTS BERRY FARM,"1,648","5,328",0,NA,101,0,NA,NA,$3.00,TEST,COOKIES,2015-12-09,2015,0,72719606,2238,647897975,,,KNOTTS BERRY SHORTBREAD CELLO,,,
980.1589,3174200011,DUCS DE MONTRICHARD NATURE DUCK RILLETTES 80GM,,DUCS DE MONTRICHARD,"1,580","4,367",0,NA,44,0,NA,0,$7.91,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,1706,885822394,,,DUCS DE MONTRICHARD NATURE DUCK RILLETTES,,,
980.163,3174200012,DUCS DE MONTRICHARD DUCK RILLETTES W/MAPLE SYRUP 80GM,,DUCS DE MONTRICHARD,"1,621","3,268",0,NA,33,0,NA,1,$7.83,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,1738,885822394,,,DUCS DE MONTRICHARD DUCK RILLETTES W/MAPLE SYRUP,,,
980.1658,3174200013,DUCS DE MONTRICHARD DUCK RILLETTES W/COGNAC 80GM,,DUCS DE MONTRICHARD,"1,649","2,703",0,NA,28,0,NA,1,$7.81,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,1755,885822394,,,DUCS DE MONTRICHARD DUCK RILLETTES W/COGNAC,,,
980.1799,3174200023,DUCS DE MONTRICHARD DUCK RILLETTES W/DARKCHOC CFE 80GM,,DUCS DE MONTRICHARD,"1,790",773,0,NA,8,0,NA,0,$7.89,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,1850,885822394,,,DUCS DE MONTRICHARD DUCK RILLETTES W/DARKCHOC CFE,,,
980.1683,3174200026,DUCS DE MONTRICHARD DUCK PATE W/FIVE PEPPER 86GM,,DUCS DE MONTRICHARD,"1,674","2,145",0,NA,24,0,NA,0,$7.71,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,1765,885822394,,,DUCS DE MONTRICHARD DUCK PATE W/FIVE PEPPER,,,
980.1722,3174200510,DUCS DE MONTRICHARD RED DEER PATE 86GM,,DUCS DE MONTRICHARD,"1,713","1,630",0,NA,18,0,NA,0,$7.69,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,1791,885822394,,,DUCS DE MONTRICHARD RED DEER PATE,,,
980.1656,3174200511,DUCS DE MONTRICHARD RABBIT PATE W/HAZELNUTS 86GM,,DUCS DE MONTRICHARD,"1,647","2,706",0,NA,29,0,NA,1,$7.94,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,1750,885822394,,,DUCS DE MONTRICHARD RABBIT PATE W/HAZELNUTS,,,
980.1707,3174200512,DUCS DE MONTRICHARD WILD BOAR PATE W/PRUNE 86GM,,DUCS DE MONTRICHARD,"1,697","1,771",0,NA,19,0,NA,0,$7.86,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,1783,885822394,,,DUCS DE MONTRICHARD WILD BOAR PATE W/PRUNE,,,
980.1724,3174200513,DUCS DE MONTRICHARD BISON PATE W/BLACK PEPR&BRNDY 86GM,,DUCS DE MONTRICHARD,"1,715","1,607",0,NA,18,0,NA,0,$7.61,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,1792,885822394,,,DUCS DE MONTRICHARD BISON PATE W/BLACK PEPR&BRNDY,,,
980.174,3174200515,DUCS DE MONTRICHARD DUCK PATE W/ORANGE 86GM,,DUCS DE MONTRICHARD,"1,731","1,453",0,NA,16,0,NA,0,$7.98,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,1798,885822394,,,DUCS DE MONTRICHARD DUCK PATE W/ORANGE,,,
980.1699,3174270140,DUCS DE MONTRICHARD CREME BRULEE DUCK LIVER FTY 4X36GM,,DUCS DE MONTRICHARD,"1,690","1,871",0,NA,11,0,NA,0,$6.24,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,1823,885822394,,,DUCS DE MONTRICHARD CREME BRULEE DUCK LIVER FTY,,,
560.002,3191900450,FIFTY 50 SUGAR FREE 170 GM,,FIFTY 50 FOODS,11,"1,010",0.1,-38%,44,0,-37%,0,$3.93,TEST,PIE CRUST MIXES,2015-12-09,2015,0,132643,11,1001956,,,FIFTY,,,
620.1914,3191911200,FIFTY 50 CHOCOLATE CHIP 200 GM CARTON,,FIFTY 50 FOODS,"1,905","3,091",0,-42%,151,0,-46%,1,$4.08,TEST,COOKIES,2015-12-09,2015,0,72719606,2046,647897975,,,FIFTY,,,
620.1922,3191911203,FIFTY 50 HEARTY OATMEAL 200 GM CARTON,,FIFTY 50 FOODS,"1,913","3,067",0,-51%,152,0,-53%,1,$4.03,TEST,COOKIES,2015-12-09,2015,0,72719606,2041,647897975,,,FIFTY,,,
640.0015,3210002126,SARA LEE CHEESECAKE STRAWBERRY 538 GM,,SARA LEE,6,"1,119,276",1.2,1%,119025,0,-3%,48,$5.06,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,7,51821482,,640.1007,SARA LEE CHEESECAKE STRAWBERRY,1.6501,,
640.0017,3210002129,SARA LEE CHEESECAKE CHERRY CREAM 538 GM,,SARA LEE,8,"1,042,477",1.1,-8%,112052,0,-12%,36,$5.01,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,8,51821482,,640.1008,SARA LEE CHEESECAKE CHERRY CREAM,1.6501,,
640.0129,3210002130,SARA LEE CHEESECAKE CHOCOLATE CHIP 481 GM,,SARA LEE,120,"59,619",0.1,1%,5415,0,-7%,7,$5.30,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,104,51821482,,,SARA LEE CHEESECAKE CHOCOLATE CHIP,,,
640.0042,3210002534,SARA LEE POUND CAKE BREAD 304GM,,SARA LEE,33,"332,151",0.3,0%,22647,0,-3%,26,$4.46,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,43,51821482,,640.1042,SARA LEE POUND CAKE BREAD,1.6502,,
640.0071,3210004660,SARA LEE PIE APPLE 1.04 KG,,SARA LEE,62,"169,268",0.2,-21%,41986,0,-24%,9,$4.19,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,23,51821482,,640.1022,SARA LEE PIE APPLE,1.6507,,
640.0068,3210004661,SARA LEE PIE DUTCH APPLE 1.04 KG,,SARA LEE,59,"188,101",0.2,-31%,46495,0,-33%,9,$4.21,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,19,51821482,,640.1018,SARA LEE PIE DUTCH APPLE,1.6507,,
640.0146,3210004668,SARA LEE OVEN FRESH PIE PUMPKIN 1.04 KG,,SARA LEE,137,"45,017",0,-45%,11000,0,-41%,3,$4.26,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,73,51821482,,640.1068,SARA LEE OVEN FRESH PIE PUMPKIN,1.6507,,
640.0145,3210004920,SARA LEE DOUBLE CHOCOLATE POUND CAKE SLICES 306GM,,SARA LEE,136,"46,863",0,-26%,4031,0,-20%,10,$3.56,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,121,51821482,,,SARA LEE DOUBLE CHOCOLATE POUND CAKE SLICES,,,
640.0086,3210004921,SARA LEE POUND CAKE ORIGINAL SLICED 6S 272GM,,SARA LEE,77,"124,437",0.1,37%,7472,0,23%,20,$4.53,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,90,51821482,,,SARA LEE POUND CAKE ORIGINAL SLICED,,,
640.0314,3210004922,SARA LEE ORIGINAL SLICED POUND CAKE 8S 317GM,,SARA LEE,305,"3,226",0,NA,198,0,NA,4,$5.15,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,301,51821482,,,SARA LEE ORIGINAL SLICED POUND CAKE,,,
640.0362,3210004923,SARA LEE DOUBLE CHOCOLATE POUND CAKE SLICES 340GM,,SARA LEE,353,709,0,NA,47,0,NA,2,$5.10,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,353,51821482,,,SARA LEE DOUBLE CHOCOLATE POUND CAKE SLICES,,,
640.0051,3210008925,SARA LEE CHOCOLATE CREAM PIE 553GM,,SARA LEE,42,"251,179",0.3,110%,23922,0,163%,24,$5.81,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,42,51821482,,640.1041,SARA LEE CHOCOLATE CREAM PIE,1.6507,,
640.0059,3210008926,SARA LEE CREAM PIE KEY LIME 652GM,,SARA LEE,50,"224,715",0.2,29%,22104,0,22%,17,$6.63,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,45,51821482,,640.1044,SARA LEE CREAM PIE KEY LIME,1.6507,,
640.0082,3210008927,SARA LEE CREAM LEMON MERINGUE PIE 652GM,,SARA LEE,73,"131,112",0.1,46%,12876,0,38%,19,$6.64,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,66,51821482,,640.1062,SARA LEE CREAM LEMON MERINGUE PIE,1.6507,,
640.0049,3210008928,SARA LEE COCONUT CREAM PIE 765GM,,SARA LEE,40,"260,359",0.3,179%,33580,0,205%,21,$5.93,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,29,51821482,,640.1028,SARA LEE COCONUT CREAM PIE,1.6507,,
350.3063,3235500111,LA VISITA CHICHARRONES CON CHI 85GM,,?,"3,050",233,0,110%,11,0,98%,NA,$1.86,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,3018,1599305982,,,LA VISITA CHICHARRONES CON CHI,,,
350.3522,3235500112,LA VISITA PORK SKINS 170GM,,CASTILLO BROTHERS,"3,505",30,0,-86%,2,0,-82%,NA,$2.14,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,3460,1599305982,,,LA VISITA PORK SKINS,,,
500.1187,3239400207,KONTOS PITA BREAD POCKTETLESS 5S 397 GM,,KONTOS FOODS,"1,178","5,084",0,-29%,531,0,-29%,0,$3.80,TEST,ROLLS - COMMERCIAL,2015-12-09,2015,0,93354607,1275,508255766,,,KONTOS PITA BREAD POCKTETLESS,,,
500.1196,3239400217,KONTOS PITA BREAD POCKETLESS WHOLE WHEAT 5S 397GM,,KONTOS FOODS,"1,187","4,821",0,-52%,532,0,-52%,1,$3.60,TEST,ROLLS - COMMERCIAL,2015-12-09,2015,0,93354607,1273,508255766,,,KONTOS PITA BREAD POCKETLESS WHOLE WHEAT,,,
500.1095,3239401007,KONTOS BREAD GYROS 794 GM,,KONTOS FOODS,"1,086","7,579",0,-24%,1205,0,-24%,0,$4.99,TEST,ROLLS - COMMERCIAL,2015-12-09,2015,0,93354607,1104,508255766,,,KONTOS BREAD GYROS,,,
500.0608,3239405200,KONTOS PIZZA PARLOR CRUST 5S 397GM,,KONTOS FOODS,599,"59,406",0,14%,5703,0,10%,3,$4.14,TEST,ROLLS - COMMERCIAL,2015-12-09,2015,0,93354607,743,508255766,,,KONTOS PIZZA PARLOR CRUST,,,
490.1566,3239410013,KONTOS PANINI PRE GRILLED 794 GM,,KONTOS FOODS,"1,557","10,351",0,-34%,1490,0,-34%,0,$5.51,TEST,BREAD - COMMERCIAL,2015-12-09,2015,0,290746897,1590,1416728370,,,KONTOS PANINI PRE GRILLED,,,
