ItemID,UPC,Description,Brand,Manufacturer,DRank,DVol,DShr,DPChg,KVol,KShr,KPChg,ACDist,RUPrice,Source,NielsenCatName,CollectionDate,SalesYr,Cntl,TotalKiloVol,KRank,TotalDVol,ClNum,PrdGroup,PrdDesc,ClassNum,ClassType,Comment
320.1399,4038744,KNORR AROMAT SEASONING 100GM,,UNILEVER,"1,390",544,0,11%,12,0,19%,0,$4.65,TEST,SEASONINGS & SALAD TOPPINGS,2015-12-09,2015,0,5189218,1404,124986156,,,KNORR AROMAT SEASONING,,,
620.2311,8002806,BALOCCO CACAO WAFER CUBES 45 GM CELLO,,TRIPLE C IMPORTS,"2,302","1,391",0,-35%,86,0,-49%,NA,$0.73,TEST,COOKIES,2015-12-09,2015,0,72719606,2316,647897975,,,BALOCCO CACAO WAFER CUBES,,,
620.2519,8002809,BALOCCO MILK LATTE WAFER CUBE 45 GM CELLO,,TRIPLE C IMPORTS,"2,510",921,0,-64%,51,0,-77%,NA,$0.82,TEST,COOKIES,2015-12-09,2015,0,72719606,2575,647897975,,,BALOCCO MILK LATTE WAFER CUBE,,,
150.0298,8026584,IASA TUNA IN OLIVE OIL 300 GM,,?,289,39,0,-70%,1,0,-70%,NA,$13.00,TEST,TUNA - C&B,2015-12-09,2015,0,16204779,295,178730249,,,IASA TUNA IN OLIVE OIL,,,
1190.133,8059605,COLAVITA ARTICHOKE COUNTRY STYLE 500GM,,COLAVITA PASTA,"1,320",18,0,NA,1,0,NA,0,$18.00,TEST,VEGETABLES - C&B,2015-12-09,2015,0,27026211,1354,108314708,,,COLAVITA ARTICHOKE COUNTRY STYLE,,,
1190.1284,8059607,COLAVITA SUNDRIED TOMATO 500 GM,,COLAVITA PASTA,"1,270",28,0,-78%,1,0,-78%,0,$14.00,TEST,VEGETABLES - C&B,2015-12-09,2015,0,27026211,1345,108314708,,,COLAVITA SUNDRIED TOMATO,,,
1190.1248,8059609,COLAVITA ARTICHOKE HEARTS IN OIL 500GM,,COLAVITA PASTA,"1,236",38,0,111%,1,0,100%,0,$19.00,TEST,VEGETABLES - C&B,2015-12-09,2015,0,27026211,1341,108314708,,,COLAVITA ARTICHOKE HEARTS IN OIL,,,
1500.1913,8714103,CONIMEX SAMBAL OELEK CHILI PASTE 250 GM,,CONIMEX,"1,904",97,0,-28%,12,0,-28%,0,$1.98,TEST,SPECIALTY EASTERN FOODS,2015-12-09,2015,0,6542976,1876,52005121,,,CONIMEX SAMBAL OELEK CHILI PASTE,,,
1500.1317,8714112,CONIMEX SAMBAL OELEK 200 GM,,CONIMEX,"1,308",707,0,36%,29,0,43%,0,$4.84,TEST,SPECIALTY EASTERN FOODS,2015-12-09,2015,0,6542976,1617,52005121,,,CONIMEX SAMBAL OELEK,,,
930.0374,8714702,HONIG CHICKEN TEA BAGS 13GM,,HONIG FOODS,365,244,0,-40%,1,0,-60%,0,$3.87,TEST,SOUP MIXES - DRY,2015-12-09,2015,0,4732420,435,63572377,,,HONIG CHICKEN TEA BAGS,,,
500.1706,21900006,MARITIME WAY OF LIFE ROLLS WHITE PAN 8 S,,?,"1,697",76,0,NA,1,0,NA,NA,$76.00,TEST,ROLLS - COMMERCIAL,2015-12-09,2015,0,93354607,1773,508255766,,,MARITIME WAY OF LIFE ROLLS WHITE PAN,,,
740.0067,40081076,ORO DI PARMA TOMATO PASTE TUBE 200GM,,?,58,"1,336",0,NA,88,0,NA,NA,$3.04,TEST,TOMATO PASTE,2015-12-09,2015,0,4747302,65,21155423,,,ORO DI PARMA TOMATO PASTE TUBE,,,
100.0594,50530410,TREE OF LIFE ILCHESTER APPLEWOOD SPREAD 175GM (IMP),,TREE OF LIFE,585,"153,043",0,972%,4505,0,857%,18,$5.95,TEST,NATURAL CHEESE - EXACT WEIGHT DELI,2015-12-09,2015,0,27176246,623,635158456,,,TREE OF LIFE ILCHESTER APPLEWOOD SPREAD,,,
580.0019,53705547,BROWNBERRY PLAIN BREAD CRUMBS 300 GM,,WESTON BAKERIES,10,"649,055",2.4,3%,43794,0,-1%,7,$4.45,TEST,BREAD CRUMBS & CORN FLAKES,2015-12-09,2015,0,2905775,15,21814228,,580.101,BROWNBERRY PLAIN BREAD CRUMBS,1.6301,,
630.4371,62132399,ST HONORE RASPBERRY MOUSSE 550GM,,LE DELICE ST HONORE,"4,362",570,0,-81%,24,0,-82%,0,$13.26,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,4569,464945210,,,ST HONORE RASPBERRY MOUSSE,,,
980.0367,70411194,GRIMMS BLACK FOREST HAM 175 GM,,PREMIUM BRANDS,358,"632,539",0.1,8%,24632,0,-3%,16,$4.49,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,432,885822394,,980.1388,GRIMMS BLACK FOREST HAM,7.4301,,
620.2088,80028079,BALOCCO HAZELNUT WAFER CUBE45 GM CELLO,,TRIPLE C IMPORTS,"2,079","2,197",0,-29%,133,0,-52%,NA,$0.75,TEST,COOKIES,2015-12-09,2015,0,72719606,2108,647897975,,,BALOCCO HAZELNUT WAFER CUBE,,,
630.4706,80084365,SORELLE TORRONE CIOCCOLATO 200 GM,,?,"4,697",326,0,-42%,6,0,-41%,NA,$11.99,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,5206,464945210,,,SORELLE TORRONE CIOCCOLATO,,,
410.0083,80265740,TUNA W ANCHOVY SPRD 200G,,?,74,198,0,100%,53,0,100%,0,$0.75,TEST,SEAFOOD SPREADS & PASTES,2015-12-09,2015,0,169016,60,4170760,,,TUNA W ANCHOVY SPRD,,,
60.0098,80546179,KASHI TLC CHEWY GRANOLA BARS TRAIL MIX 6S TOTAL 210GM,,KELLOGG,89,"2,100,849",0.3,-9%,135462,0,-9%,79,$3.26,TEST,NUTRITIOUS PORTABLE FOODS,2015-12-09,2015,0,44101816,88,585157483,,60.1053,KASHI TLC CHEWY GRANOLA BARS TRAIL MIX,1.5601,,
10.0149,83116921,KELLOGGS FROSTED FLAKES 680 GM,,KELLOGG,140,"2,201,037",0.2,-84%,301728,0,-85%,28,$4.96,TEST,RTE CEREALS,2015-12-09,2015,0,134061149,120,1077237850,,10.0018,KELLOGGS FROSTED FLAKES,2.0301,,
490.0023,84288089,COUNTRY HARVEST BREAD ANCIENT GRAINS 675 GM,,WESTON BAKERIES,14,"16,523,592",1,2%,3898179,0,-4%,72,$2.86,TEST,BREAD - COMMERCIAL,2015-12-09,2015,0,290746897,14,1416728370,,490.101,COUNTRY HARVEST BREAD ANCIENT GRAINS,1.0124,,
360.2519,87511275,REDDI SNACK PEANUTS 400 GM,,JOHNVINCE FOODS,"2,510",603,0,-44%,96,0,-43%,0,$2.52,TEST,SNACKING FRUITS NUTS & SEEDS,2015-12-09,2015,0,25009883,2061,321858972,,,REDDI SNACK PEANUTS,,,
160.0035,88511407,ADMIRAL SOCKEYE 213 GM,,SHAFER HAGGART,26,"566,918",0.6,-18%,37719,0,-18%,0,$3.20,TEST,SALMON - C&B,2015-12-09,2015,0,6820450,29,88458449,,,ADMIRAL SOCKEYE,,,
350.2637,90100001,GUILTLESS GOURMET TORTILLA CHIPS 198 GM,,GUILTLESS GOURMET,"2,628",852,0,NA,56,0,NA,NA,$2.99,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,2478,1599305982,,,GUILTLESS GOURMET TORTILLA CHIPS,,,
350.1765,90100007,GUILTLESS GOURMET TORTILLA CHIPS SALTED 198 GM,,GUILTLESS GOURMET,"1,756","7,954",0,32%,527,0,11%,NA,$2.99,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,1645,1599305982,,,GUILTLESS GOURMET TORTILLA CHIPS SALTED,,,
350.2224,90102008,GUILTLESSGOURMET TORTILLA CHIPS RANCH 198 GM,,GUILTLESS GOURMET,"2,215","2,329",0,72%,20,0,103%,0,$22.95,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,2812,1599305982,,,GUILTLESSGOURMET TORTILLA CHIPS RANCH,,,
1350.0102,90188105,GUILTLESS BLUEBERRY CHUTNEY 110ML,,GUILTLESS GOURMET,93,733,0,-4%,10,0,-8%,0,$8.22,TEST,CHUTNEY,2015-12-09,2015,0,122863,133,1943724,,,GUILTLESS BLUEBERRY CHUTNEY,,,
810.165,94922324,YRU COOKING CHICKEN WINGS 1 KG,,YRU COOKING,"1,641","10,438",0,-37%,1044,0,-37%,0,$10.00,TEST,DINNERS & ENTREES - FROZEN,2015-12-09,2015,0,129288821,1598,1112111977,,,YRU COOKING CHICKEN WINGS,,,
620.3024,123456798,DEFAZIO ASSORTED BISCOTTI CELLO 6X60GM,,DEFAZIO GOURMET,"3,015",332,0,NA,13,0,NA,0,$1.49,TEST,COOKIES,2015-12-09,2015,0,72719606,3139,647897975,,,DEFAZIO ASSORTED BISCOTTI CELLO,,,
30.0075,141001709,PEPPERIDGE FARM GOLDFISH ORIGINALS 200GM,,CAMPBELL,66,"2,302,916",0.4,4%,185607,0,5%,64,$2.48,TEST,CRACKERS,2015-12-09,2015,0,46807543,61,513945224,,30.1046,PEPPERIDGE FARM GOLDFISH ORIGINALS,1.6001,,
1000.0329,170826001,JACK LINKS JUMBO KIPPERED BEEF JERKY SWT N SPCY 50 GM,,LINK INDUSTRY,320,"4,043",0,-85%,56,0,-84%,0,$3.64,TEST,MEAT STICKS & BEEF JERKY,2015-12-09,2015,0,7018718,337,171095966,,,JACK LINKS JUMBO KIPPERED BEEF JERKY SWT N SPCY,,,
1000.0072,170828735,JACK LINKS ORIGINAL TURKEY JERKY 80GM,,LINK INDUSTRY,63,"683,408",0.4,51%,9284,0,33%,29,$5.89,TEST,MEAT STICKS & BEEF JERKY,2015-12-09,2015,0,7018718,104,171095966,,,JACK LINKS ORIGINAL TURKEY JERKY,,,
1000.0057,170828768,MATADOR ORIGINAL BEEF JERKY 85GM,,PEPSI COLA,48,"1,016,016",0.6,NA,10585,0,NA,51,$8.16,TEST,MEAT STICKS & BEEF JERKY,2015-12-09,2015,0,7018718,96,171095966,,,MATADOR ORIGINAL BEEF JERKY,,,
1000.0294,170828789,JACK LINKS SMALL BATCH BACON JERKY 60GM,,LINK INDUSTRY,285,"7,121",0,NA,72,0,NA,1,$5.93,TEST,MEAT STICKS & BEEF JERKY,2015-12-09,2015,0,7018718,322,171095966,,,JACK LINKS SMALL BATCH BACON JERKY,,,
60.0751,265217037,KIND PLUS ALMOND & CASHEW W/FLAX 40GM,,KIND SNACKS,742,"1,484",0,36%,33,0,29%,NA,$1.81,TEST,NUTRITIOUS PORTABLE FOODS,2015-12-09,2015,0,44101816,793,585157483,,,KIND PLUS ALMOND & CASHEW W/FLAX,,,
570.0317,357420900,GG UNIQUE FIBRE SCANDINAVIAN BRAN CRISPBREAD 100GM,,?,308,"6,732",0,-16%,235,0,-26%,3,$2.86,TEST,BREAD - DRY,2015-12-09,2015,0,4280788,321,67579071,,,GG UNIQUE FIBRE SCANDINAVIAN BRAN CRISPBREAD,,,
320.2505,410000106,ST HUBERT STEAK SPICES 160GM,,PROD ALIM ST-HUBERT,"2,491",32,0,NA,4,0,NA,NA,$1.33,TEST,SEASONINGS & SALAD TOPPINGS,2015-12-09,2015,0,5189218,1923,124986156,,,ST HUBERT STEAK SPICES,,,
90.1361,433600250,CHAMPETRE SWISS SLICED 250GM (DOM),,J R SIMARD,"1,352",198,0,NA,8,0,NA,NA,$6.00,TEST,NATURAL CHEESE - EXACT WEIGHT,2015-12-09,2015,0,88603960,1353,1270777746,,,CHAMPETRE SWISS SLICED,,,
810.0274,436950603,STOUFFERS BISTRO CRUSTINI LIGHT CHICKEN PARMESAN 255GM,,NESTLE,265,"1,216,225",0.1,-2%,125042,0,1%,68,$2.48,TEST,DINNERS & ENTREES - FROZEN,2015-12-09,2015,0,129288821,298,1112111977,,810.1262,STOUFFERS BISTRO CRUSTINI LIGHT CHICKEN PARMESAN,6.5219,,
1000.0533,519437009,TILLAMOOK BEEF STICK 28GM,,TILLAMOOK CNTRY SMKR,524,196,0,-14%,3,0,-17%,NA,$2.13,TEST,MEAT STICKS & BEEF JERKY,2015-12-09,2015,0,7018718,527,171095966,,,TILLAMOOK BEEF STICK,,,
810.0183,550006126,STOUFFERS BEEF POT ROAST 232 GM,,NESTLE,174,"1,845,009",0.1,14%,175794,0,14%,68,$2.43,TEST,DINNERS & ENTREES - FROZEN,2015-12-09,2015,0,129288821,209,1112111977,,810.1178,STOUFFERS BEEF POT ROAST,6.522,,
20.052,555770130,QUAKER INSTANT OATMEAL APPLE & CINNAMON CUP 55GM,,QUAKER OATS,511,36,0,-67%,1,0,-61%,NA,$2.00,TEST,HOT CEREALS,2015-12-09,2015,0,28230981,527,144043888,,,QUAKER INSTANT OATMEAL APPLE & CINNAMON CUP,,,
20.0012,555771024,QUAKER INSTANT OATMEAL 3 FLAV VARIETY 380GM,,QUAKER OATS,3,"7,545,207",4.5,3%,1032842,0,3%,98,$2.78,TEST,HOT CEREALS,2015-12-09,2015,0,28230981,8,144043888,,20.1002,QUAKER INSTANT OATMEAL,2.5101,,
60.0264,555771095,QUAKER CHEWY HALLOWEEN MINI CHOCOLATE CHIP 49S 637GM,,QUAKER OATS,255,"354,653",0.1,-64%,41389,0,-69%,5,$5.46,TEST,NUTRITIOUS PORTABLE FOODS,2015-12-09,2015,0,44101816,199,585157483,,,QUAKER CHEWY HALLOWEEN MINI CHOCOLATE CHIP,,,
60.068,555779079,QUAKER DIPPS CHOCOLATE CHIP GRANOLA BAR 40GM,,QUAKER OATS,671,"3,350",0,49%,139,0,50%,0,$0.96,TEST,NUTRITIOUS PORTABLE FOODS,2015-12-09,2015,0,44101816,638,585157483,,,QUAKER DIPPS CHOCOLATE CHIP GRANOLA BAR,,,
950.0549,556270000,GLATTS SPICED BEEF KARNATZEL SAUSAGE 240GM,,GLATTS KOSHER MEAT,540,"5,628",0,68%,221,0,47%,0,$6.10,TEST,SAUSAGES - EXACT WEIGHT,2015-12-09,2015,0,28868468,568,307273915,,,GLATTS SPICED BEEF KARNATZEL SAUSAGE,,,
60.0683,557710737,QUAKER HARVEST YOGOURT STRAWBERRY BAR 35GM,,QUAKER OATS,674,"3,220",0,-54%,117,0,-53%,0,$0.97,TEST,NUTRITIOUS PORTABLE FOODS,2015-12-09,2015,0,44101816,656,585157483,,,QUAKER HARVEST YOGOURT STRAWBERRY BAR,,,
1310.0025,559000139,PRIMO HOT & SPICY PIZZA SAUCE 375ML,,PRIMO FOODS,16,"264,790",1.4,41%,51294,0,48%,20,$1.93,TEST,PIZZA SAUCE,2015-12-09,2015,0,2764313,16,15539466,,,PRIMO HOT & SPICY PIZZA SAUCE,,,
350.0478,567573208,HAWKINS CHEEZIES KING SIZE 80GM,,W T HAWKINS,469,"471,060",0,93%,26979,0,103%,6,$1.40,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,495,1599305982,,,HAWKINS CHEEZIES KING SIZE,,,
240.0017,570001320,HEINZ DEEP BRWN W/PORK &TOMATO SAUCE398 ML,,H J HEINZ,8,"2,224,535",3,-2%,661985,0,-4%,71,$1.33,TEST,BAKED BEANS,2015-12-09,2015,0,19306049,8,62885625,,240.0003,HEINZ DEEP BRWN W/PORK &TOMATO SAUCE,6.5104,,
990.0011,570720019,HOLIDAY LUNCHEON MEAT 340 GM,,MAPLE LEAF FOODS,2,"7,287,319",8.8,6%,2038298,0,8%,61,$1.22,TEST,MEAT - C&B,2015-12-09,2015,0,8001507,1,67719321,,990.1001,HOLIDAY LUNCHEON MEAT,7.5102,,
241.0035,573160032,HARMONIE W/PORK & TOM SAUCE398 ML (CL),,,,,,,83850.68519,0,,,,TEST,BAKED BEANS,2015-12-09,2015,1,4527937,29,,,241.1017,HARMONIE W/PORK & TOM SAUCE,6.5104,,
651.0014,573160185,CO OP BROWNIE CARTON 560 GM (CL),,,,,,,26016.5,0,,,,TEST,BROWNIE MIXES,2015-12-09,2015,1,260165,8,,,651.1008,CO OP BROWNIE CARTON,1.6504,,
1211.0074,573160209,CO OP DILLS WHOLE W/GARLIC 1 LT (CL),,,,,,,79059.64394,0,,,,TEST,PICKLES,2015-12-09,2015,1,10435873,68,,,1211.1056,CO OP DILLS WHOLE W/GARLIC,12.622,,
1321.0031,573160841,CO OP PLAIN 213 ML (C.L.),,,,,,,102036.3158,0,,,,TEST,TOMATO SAUCE,2015-12-09,2015,1,3877380,25,,,1321.0001,CO OP PLAIN,11.6501,,
1010.0083,577300251,LESTERS B.B.Q. 450 GM,,LESTERS FOODS,74,"529,340",0.2,-19%,68104,0,-28%,14,$3.50,TEST,WIENERS,2015-12-09,2015,0,29835315,68,250962209,,,LESTERS B.B.Q.,,,
350.0286,591193502,HUMPTY DUMPTY BACON & CHEDDAR CHEESE STICKS 265GM,,OLD DUTCH FOODS,277,"1,141,718",0.1,NA,104120,0,NA,39,$2.91,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,243,1599305982,,350.1129,HUMPTY DUMPTY BACON & CHEDDAR CHEESE STICKS,10.5304,,
350.0065,591193503,HUMPTY DUMPTY CHEESE STICKS 265GM,,OLD DUTCH FOODS,56,"6,726,196",0.4,NA,610610,0,NA,50,$2.92,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,50,1599305982,,350.006,HUMPTY DUMPTY CHEESE STICKS,10.5304,,
350.0194,591193506,HUMPTY DUMPTY CRUNCHEEZ 290GM,,OLD DUTCH FOODS,185,"1,919,110",0.1,NA,192585,0,NA,42,$2.89,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,160,1599305982,,350.0061,HUMPTY DUMPTY CRUNCHEEZ,10.5304,,
350.006,591193510,HUMPTY DUMPTY PARTY MIX ORGINAL 280GM,,OLD DUTCH FOODS,51,"7,268,379",0.4,NA,702228,0,NA,77,$2.90,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,40,1599305982,,350.0059,HUMPTY DUMPTY PARTY MIX ORGINAL,10.5301,,
60.0421,595278015,TASTE OF NATURE ORG CHOC NGT BAR POLYNSN COCNTBRZE40GM,,SHANDIZ TRADING,412,"64,828",0,3%,1513,0,2%,6,$1.71,TEST,NUTRITIOUS PORTABLE FOODS,2015-12-09,2015,0,44101816,429,585157483,,,TASTE OF NATURE ORG CHOC NGT BAR POLYNSN COCNTBRZE,,,
350.0557,597498605,ORVILLE REDENBACHER PUB STYLE BUFFALO WINGS PCRN 165GM,,CONAGRA,548,"342,529",0,-2%,17075,0,-7%,26,$3.31,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,616,1599305982,,,ORVILLE REDENBACHER PUB STYLE BUFFALO WINGS PCRN,,,
440.0018,599503001,I CANT BELIEVE ITS NOT BTR SF TB454 GM,,UNILEVER,9,"9,724,129",3.2,1%,3063611,0,2%,75,$1.44,TEST,MARGARINE,2015-12-09,2015,0,57109218,6,270742118,,440.1002,I CANT BELIEVE ITS NOT BTR SF TB,4.0611,,
360.3188,599660366,TROPHY CASHEW SNACKS CELLO 225GM,,TROPHY NUTS,"3,179",28,0,-100%,3,0,-100%,NA,$2.00,TEST,SNACKING FRUITS NUTS & SEEDS,2015-12-09,2015,0,25009883,3115,321858972,,,TROPHY CASHEW SNACKS CELLO,,,
360.0113,599660470,TROPHY SIERRA MOUNTAIN TRAIL MIX 1 KG,,TROPHY NUTS,104,"626,326",0.1,2%,73760,0,-5%,9,$8.49,TEST,SNACKING FRUITS NUTS & SEEDS,2015-12-09,2015,0,25009883,67,321858972,,360.1045,TROPHY SIERRA MOUNTAIN TRAIL MIX,22.1002,,
980.0603,600852073,MASTRO GLUTEN FREE MILD CASALINGO SALAMI CHUBS 375GM,,SOFINA FOODS,594,"326,650",0,-19%,13190,0,-24%,13,$9.29,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,625,885822394,,,MASTRO GLUTEN FREE MILD CASALINGO SALAMI CHUBS,,,
151.0016,603830197,PRESIDENTS CHOICE FLAKED MSC ALBACORE TUNA CAN170GM(CL,,,,,,,56382.65455,0,,,,TEST,TUNA - C&B,2015-12-09,2015,1,6202092,10,,,151.1008,PRESIDENTS CHOICE FLAKED MSC ALBACORE TUNA CAN,5.0811,,
991.0009,603830754,NO NAME FLAKES OF HAM 156GM (CL),,,,,,,38516.14894,0,,,,TEST,MEAT - C&B,2015-12-09,2015,1,1810259,3,,,991.1003,NO NAME FLAKES OF HAM,7.5102,,
401.0328,603836878,SEAQUEST SHRIMP RAW SHELL ON 70-90 COUNT 908 GM (CL),,,,,,,25899.02521,0,,,,TEST,SEAFOOD - FROZEN,2015-12-09,2015,1,12327936,322,,,401.1314,SEAQUEST SHRIMP RAW SHELL ON,5.5301,,
350.0164,604100075,SMARTFOOD MOVIE NIGHT BUTTER POPCORN 170GM,,FRITO LAY,155,"2,602,277",0.1,0%,137135,0,-4%,79,$3.23,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,194,1599305982,,350.1092,SMARTFOOD MOVIE NIGHT BUTTER POPCORN,10.5305,,
350.0079,604100223,CHEETOS CRUNCHY JALAPENO CHEDDAR 280GM,,FRITO LAY,70,"5,513,016",0.3,NA,520574,0,NA,83,$2.97,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,60,1599305982,,350.002,CHEETOS CRUNCHY JALAPENO CHEDDAR,10.5304,,
330.0015,604100393,CRACKER JACKS PEANUT CARAMEL BAG 200GM,,FRITO LAY,6,"1,939,322",3.7,-14%,99207,0,-15%,66,$3.91,TEST,CANDIED SNACK FOODS,2015-12-09,2015,0,3183167,7,44359046,,330.1006,CRACKER JACKS PEANUT CARAMEL BAG,10.5501,,
350.0851,606310618,EXCLUSIVE SESAME SNAPS 50 GM,,EXCLUSIVE CANDY,842,"108,287",0,-30%,9250,0,-29%,0,$0.59,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,771,1599305982,,,EXCLUSIVE SESAME SNAPS,,,
980.0076,620001850,SCHNEIDER SLIM STICK PEPPERONI 250GM,,SCHNEIDER FOODS,67,"2,718,613",0.2,-5%,116192,0,-7%,30,$5.85,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,0,51105854,95,885822394,,980.1089,SCHNEIDER SLIM STICK PEPPERONI,7.4301,,
630.0335,621323039,ST HONORE CAKE BLACK FOREST 8  1KG,,LE DELICE ST HONORE,326,"293,999",0,12%,29400,0,12%,3,$10.00,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,341,464945210,,630.1288,ST HONORE CAKE BLACK FOREST,1.6502,,
630.0755,621323061,ST HONORE WHITE FOREST CAKE 8IN 1KG,,LE DELICE ST HONORE,746,"108,408",0,8%,10839,0,8%,3,$10.00,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,706,464945210,,630.1616,ST HONORE WHITE FOREST CAKE,1.6502,,
630.2101,621323062,ST HONORE EASTER CHOCOLATE CAKE 800GM,,LE DELICE ST HONORE,"2,092","12,892",0,28%,975,0,2%,2,$10.58,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,2074,464945210,,,ST HONORE EASTER CHOCOLATE CAKE,,,
630.2169,621323063,ST HONORE VANILLA CAKE 8IN 800GM,,LE DELICE ST HONORE,"2,160","11,666",0,17%,841,0,0%,3,$11.10,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,2178,464945210,,,ST HONORE VANILLA CAKE,,,
630.0471,621323600,ST HONORE BLACK FOREST BAR CAKE 1.8KG,,LE DELICE ST HONORE,462,"209,144",0,49%,17558,0,48%,5,$21.44,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,537,464945210,,630.1464,ST HONORE BLACK FOREST BAR CAKE,1.6502,,
640.0099,621323601,TITE DOUCEUR CAKE VANILLA 1.8KG,,?,90,"102,512",0.1,47%,8332,0,46%,4,$22.15,TEST,BAKED DESSERTS - FROZEN,2015-12-09,2015,0,4736805,83,51821482,,,TITE DOUCEUR CAKE VANILLA,,,
630.0705,621323602,ST HONORE CHOCOLATE CAKE 1.8KG,,LE DELICE ST HONORE,696,"119,753",0,NA,9641,0,NA,4,$22.36,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,765,464945210,,,ST HONORE CHOCOLATE CAKE,,,
630.0557,621323605,ST HONORE CELEBRATION VANILLA CAKE 800GM,,LE DELICE ST HONORE,548,"165,740",0,88%,11993,0,91%,4,$11.06,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,672,464945210,,630.1583,ST HONORE CELEBRATION VANILLA CAKE,1.6502,,
630.045,621323606,ST HONORE CELEBRATION CHOCOLATE CAKE 800GM,,LE DELICE ST HONORE,441,"221,558",0,95%,16038,0,99%,4,$11.05,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,570,464945210,,630.1493,ST HONORE CELEBRATION CHOCOLATE CAKE,1.6502,,
630.257,621323607,ST HONORE CARROT CAKE 900GM,,LE DELICE ST HONORE,"2,561","6,724",0,-79%,605,0,-79%,1,$10.00,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,2381,464945210,,,ST HONORE CARROT CAKE,,,
90.1072,623700003,NATURAL PASTURES BOCCONCINI BUFFALO CHERRY 180GM(DOM),,NATURAL PASTURES,"1,063","5,507",0,197%,119,0,218%,0,$8.33,TEST,NATURAL CHEESE - EXACT WEIGHT,2015-12-09,2015,0,88603960,1121,1270777746,,,NATURAL PASTURES BOCCONCINI BUFFALO CHERRY,,,
981.0227,626398141,WESTERN FAMILY BOLOGNA 175GM (C.L.),,,,,,,46128.53689,0,,,,TEST,LUNCHEON MEAT - EXACT WEIGHT,2015-12-09,2015,1,22510726,221,,,981.003,WESTERN FAMILY BOLOGNA,7.4301,,
910.0061,632110000,CAMPBELLS CHUNKY CHICKEN ALA KING UNCOND 540 ML,,CAMPBELL,52,"2,376,233",0.4,-7%,602507,0,-6%,77,$2.12,TEST,SOUP,2015-12-09,2015,0,153222036,55,488321760,,910.1042,CAMPBELLS CHUNKY CHICKEN ALA KING UNCOND,9.1914,,
910.0059,632111041,CAMPBELLS RTS NEW ENGLAND CLAM CHWDER UNCND CAN 540ML,,CAMPBELL,50,"2,502,904",0.4,8%,681888,0,3%,85,$1.98,TEST,SOUP,2015-12-09,2015,0,153222036,51,488321760,,910.1039,CAMPBELLS RTS NEW ENGLAND CLAM CHWDER UNCND CAN,9.1914,,
910.0013,632111211,CAMPBELLS CHICKEN BROTH UNCOND TETRA 900 ML,,CAMPBELL,4,"13,172,676",2.3,12%,6020028,0,21%,98,$1.96,TEST,SOUP,2015-12-09,2015,0,153222036,4,488321760,,910.1002,CAMPBELLS CHICKEN BROTH UNCOND TETRA,9.1723,,
500.0015,634000425,D ITALIANO BUNS BRIZZOLIO 8S 528GM,,WESTON BAKERIES,6,"9,149,919",1.2,6%,1654222,0,2%,70,$2.92,TEST,ROLLS - COMMERCIAL,2015-12-09,2015,0,93354607,9,508255766,,500.1006,D ITALIANO BUNS BRIZZOLIO,1.0127,,
10.037,641001003,KELLOGGS FROOT LOOPS CEREAL 255GM,,KELLOGG,361,"190,151",0,-78%,16743,0,-78%,4,$2.90,TEST,RTE CEREALS,2015-12-09,2015,0,134061149,358,1077237850,,,KELLOGGS FROOT LOOPS CEREAL,,,
10.0385,641003074,KELLOGGS CORN POPS CEREAL IN A CUP 50GM,,KELLOGG,376,"165,419",0,-2%,6121,0,-2%,13,$1.35,TEST,RTE CEREALS,2015-12-09,2015,0,134061149,424,1077237850,,,KELLOGGS CORN POPS CEREAL IN A CUP,,,
